second,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,Humidity,Temperature
473,good,3.872550987,22.03,6.8,6.19,19.01,6.33,6.65,10.84,1.21,18.47,15.56,72.5,38.1
474,good,3.877851394,21.93,6.83,6.19,18.84,6.3,6.68,10.79,1.18,18.47,15.31,72.4,38.2
475,good,3.88315497,22.14,6.74,6.14,18.68,6.28,6.73,10.79,1.17,18.39,15.25,72.3,38.2
476,good,3.888461678,21.93,6.8,6.17,18.93,6.3,6.7,10.84,1.17,18.71,15.31,72.3,38.2
477,good,3.893771482,22.03,6.77,6.14,18.68,6.3,6.73,10.97,1.21,18.47,15.25,72.3,38.2
478,good,3.899084347,21.93,6.72,6.09,18.76,6.23,6.79,11.01,1.2,18.39,15.43,72.3,38.1
479,good,3.904400235,21.93,6.66,6.04,18.6,6.18,6.84,11.1,1.18,18.23,15.5,72.3,38.2
480,good,3.909719114,21.74,6.69,6.07,18.6,6.18,6.87,11.19,1.21,18.39,15.43,72.3,38.2
481,good,3.915040947,21.84,6.61,6.07,18.6,6.18,6.87,11.19,1.18,18.23,15.43,72.2,38.2
482,good,3.9203657,21.84,6.58,6.07,18.76,6.23,6.84,11.15,1.18,18.15,15.56,72.2,38.2
483,good,3.925693339,21.74,6.66,6.09,18.68,6.2,6.87,11.1,1.2,18.23,15.69,72.2,38.2
484,good,3.931023831,21.93,6.69,6.09,18.52,6.2,6.87,11.15,1.21,18.31,15.62,72.2,38.4
485,good,3.936357142,21.74,6.69,6.14,18.6,6.23,6.87,11.06,1.17,18.15,15.75,72.3,38.2
486,good,3.941693239,22.03,6.66,6.14,18.6,6.23,6.81,11.15,1.2,18.31,15.69,72.3,38.2
487,good,3.94703209,22.24,6.63,6.17,18.52,6.23,6.79,11.15,1.2,18.15,15.75,72.3,38.2
488,good,3.952373662,22.03,6.72,6.19,18.68,6.2,6.9,11.1,1.2,18.07,15.5,72.3,38.2
489,good,3.957717923,21.93,6.69,6.19,18.6,6.15,6.95,11.06,1.2,18,15.31,72.3,38.2
490,good,3.963064842,22.03,6.74,6.19,18.68,6.18,6.95,11.19,1.21,18.15,15.25,72.3,38.2
491,good,3.968414388,22.24,6.66,6.17,18.44,6.13,6.98,11.15,1.18,18,15.37,72.2,38.4
492,good,3.973766528,22.34,6.69,6.17,18.44,6.11,6.98,11.15,1.18,18,15.43,72.4,38.2
493,good,3.979121234,22.34,6.16,6.19,18.44,6.15,6.95,11.15,1.18,18,15.5,72.4,38.2
494,good,3.984478474,22.24,6.74,6.22,18.6,6.18,6.95,11.19,1.18,18,15.62,71.8,37.9
495,good,3.989838219,18.08,5.89,4.06,17.82,4.18,9.2,14.38,1.2,16.88,14.88,72.4,38.2
496,good,3.995200439,15.24,4.41,3.7,17.37,4.18,10.51,18,1.22,15.34,12.82,72.5,38.2
497,acceptable,4.000565105,15.12,4.15,3.81,17.37,4.46,10.43,18.51,1.22,15.03,12.13,72.5,38.1
498,acceptable,4.005932188,15.18,4.19,3.98,17.44,4.78,10.14,17.91,1.18,15.09,12.23,72.6,38.1
499,acceptable,4.011301658,16.01,4.39,4.22,17.74,5.09,9.57,16.72,1.2,15.15,12.37,72.6,38
500,acceptable,4.016673489,16.69,4.58,4.42,17.74,5.39,9.02,15.7,1.2,15.41,12.82,72.7,38
501,acceptable,4.022047651,17.7,4.76,4.62,17.74,5.61,8.64,14.89,1.2,15.53,13.29,72.8,38
502,acceptable,4.027424117,18.47,5.02,4.88,17.82,5.8,8.54,14.32,1.23,15.86,13.56,72.8,38
503,acceptable,4.032802859,19.04,5.2,5.07,18.05,6.01,8.15,13.84,1.23,16.12,14.17,72.8,38
504,acceptable,4.038183851,19.8,5.41,5.28,18.05,6.13,8.02,13.15,1.22,16.33,14.58,72.8,38
505,acceptable,4.043567066,20.51,5.62,5.44,17.97,6.23,7.89,12.77,1.21,16.6,14.7,72.8,38
506,acceptable,4.048952476,20.97,5.81,5.6,18.05,6.33,7.68,12.45,1.23,16.74,15,72.8,38
507,acceptable,4.054340057,21.35,5.96,5.79,18.28,6.48,7.47,12.15,1.22,17.03,15.43,72.9,38
508,acceptable,4.059729781,21.93,6.11,5.94,18.13,6.48,7.47,11.9,1.22,16.88,15.37,72.8,38.2
509,acceptable,4.065121623,22.34,6.26,6.07,18.05,6.51,7.47,11.66,1.22,17.17,15.5,72.7,38
510,acceptable,4.070515558,22.65,6.42,6.14,17.97,6.46,7.47,11.52,1.22,17.03,15.82,72.8,38
511,acceptable,4.075911561,22.86,6.5,6.22,18.13,6.48,7.47,11.52,1.21,17.1,15.75,72.8,38
512,acceptable,4.081309607,22.86,6.53,6.32,18.05,6.48,7.47,11.42,1.23,17.25,15.82,72.7,38
513,acceptable,4.086709671,23.28,6.66,6.4,18.13,6.46,7.44,11.33,1.22,17.32,15.88,72.8,38
514,acceptable,4.09211173,23.28,6.72,6.45,17.97,6.4,7.47,11.33,1.23,17.32,15.95,72.8,38
515,acceptable,4.097515758,23.61,6.72,6.53,17.97,6.46,7.44,11.24,1.22,17.32,15.95,72.8,38.1
516,acceptable,4.102921733,23.5,6.74,6.61,18.2,6.48,7.38,11.19,1.23,17.32,16.02,72.8,38
517,acceptable,4.108329631,23.72,6.8,6.64,17.97,6.43,7.41,11.1,1.22,17.32,16.22,72.9,38
518,acceptable,4.113739428,23.61,6.77,6.56,17.89,6.33,7.47,11.29,1.24,17.39,16.22,72.3,37.6
519,acceptable,4.119151102,23.5,6.8,6.59,18.05,6.28,7.47,11.24,1.23,17.39,16.08,72.9,38
520,acceptable,4.124564631,23.18,6.63,6.45,17.89,6.23,7.56,11.42,1.22,17.1,15.75,72.9,38.1
521,acceptable,4.129979991,23.28,6.69,6.56,17.82,6.23,7.65,11.38,1.24,17.32,15.75,72.9,38.1
522,acceptable,4.135397161,23.39,6.69,6.64,18.05,6.25,7.62,11.33,1.26,17.25,15.69,72.8,38.2
523,acceptable,4.140816118,23.5,6.69,6.64,17.89,6.23,7.62,11.33,1.23,17.1,15.88,72.8,38.2
524,acceptable,4.146236841,23.5,6.77,6.72,17.82,6.23,7.59,11.24,1.22,17.17,16.15,72.8,38.2
525,acceptable,4.151659309,23.72,6.77,6.75,17.82,6.25,7.53,11.15,1.22,17.25,16.28,72.7,38.2
526,acceptable,4.157083501,24.17,6.88,6.83,17.74,6.2,7.59,11.1,1.23,17.25,16.08,72.8,38.2
527,acceptable,4.162509395,24.06,6.94,6.89,17.82,6.23,7.56,11.06,1.22,17.25,15.88,72.6,38.2
528,acceptable,4.16793697,24.4,6.99,6.92,17.67,6.2,7.56,11.15,1.26,17.39,16.08,72.7,38.2
529,acceptable,4.173366207,24.29,6.99,6.92,17.82,6.18,7.65,11.15,1.23,17.25,16.15,72.7,38.2
530,acceptable,4.178797086,24.29,6.91,6.94,17.74,6.18,7.65,11.29,1.26,17.25,16.08,72.7,38.2
531,acceptable,4.184229585,23.95,6.94,6.97,17.59,6.13,7.68,11.19,1.21,17.17,16.15,72.8,38.2
532,acceptable,4.189663686,24.29,6.94,6.97,17.67,6.13,7.65,11.24,1.24,17.17,16.15,72.8,38.5
533,acceptable,4.195099368,24.4,6.97,7,17.52,6.11,7.74,11.38,1.26,17.25,15.82,72.7,38.3
534,acceptable,4.200536614,24.17,7.05,6.78,17.37,5.87,7.89,11.29,1.24,17.1,15.88,72.7,38.3
535,acceptable,4.205975402,23.07,6.63,6.25,17.52,5.59,8.31,12.15,1.26,16.74,15.75,72.6,38.2
536,acceptable,4.211415715,22.86,6.42,6.35,17.44,5.7,8.28,12.4,1.27,16.74,15.62,72.6,38.3
537,acceptable,4.216857535,23.18,6.42,6.48,17.3,5.75,8.18,12.3,1.26,16.81,15.56,72.6,38.3
538,acceptable,4.222300841,23.39,6.47,6.61,17.22,5.8,8.41,12.05,1.24,16.81,15.82,72.7,38.3
539,acceptable,4.227745617,23.39,6.55,6.72,17.22,5.82,8.08,12,1.26,16.74,15.82,72.6,38.5
540,acceptable,4.233191845,23.61,6.66,6.78,17.37,5.84,8.05,11.8,1.26,16.88,15.88,72.6,38.4
541,acceptable,4.238639506,23.83,6.72,6.86,17.15,5.82,8.08,11.76,1.24,16.88,15.88,72.7,38.4
542,acceptable,4.244088583,24.17,6.83,6.94,17.22,5.87,8.11,11.85,1.28,16.96,15.95,72.5,38
543,acceptable,4.249539058,24.29,6.83,7.06,17.15,5.89,8.11,11.85,1.26,17.03,16.02,72.5,38.4
544,acceptable,4.254990915,24.17,6.83,7.11,17.08,5.91,8.08,11.8,1.28,16.88,16.02,72.5,38.4
545,acceptable,4.260444136,24.63,6.88,7.11,17.3,5.94,8.05,11.71,1.31,17.1,16.15,72.5,38.4
546,acceptable,4.265898705,24.63,6.91,7.23,17.3,5.91,8.08,11.66,1.29,17.03,16.22,72.5,38.4
547,acceptable,4.271354605,24.87,6.94,7.26,17.01,5.89,8.15,11.71,1.28,17.03,16.22,72.5,38.4
548,acceptable,4.276811819,23.07,6.53,5.94,16.72,4.96,8.99,12.88,1.26,16.53,15.62,72.4,38.4
549,acceptable,4.282270332,20.97,5.79,5.37,16.51,4.8,9.75,14.63,1.28,15.99,14.76,72.4,38.1
550,acceptable,4.287730127,20.69,5.52,5.51,16.79,4.96,9.87,14.89,1.29,15.66,14.46,72.4,38.4
551,acceptable,4.293191189,21.25,5.57,5.75,16.72,5.15,9.72,14.83,1.32,15.86,14.34,72.4,38.4
552,acceptable,4.298653502,21.54,5.72,5.99,16.72,5.28,9.53,14.44,1.33,15.92,14.52,72.4,38.4
553,acceptable,4.30411705,22.34,5.99,6.35,16.93,5.48,9.45,14.08,1.39,16.12,14.82,72.4,38.4
554,acceptable,4.309581818,23.39,6.47,6.83,17.3,5.8,9.72,14.08,1.58,16.74,15.43,72.4,38.4
555,acceptable,4.315047792,23.72,6.61,7.03,17.3,5.82,9.53,13.66,1.54,16.88,15.95,72.5,38.4
556,acceptable,4.320514956,24.06,6.58,7.11,17.15,5.89,9.24,13.32,1.5,16.74,15.95,72.4,38.3
557,acceptable,4.325983295,24.52,6.83,7.38,17.22,5.98,9.2,13.15,1.53,16.96,16.22,72.5,38.4
558,acceptable,4.331452795,24.87,6.85,7.43,17.08,5.96,9.13,12.99,1.5,16.88,16.42,72.5,38.4
559,acceptable,4.336923441,24.87,6.88,7.52,16.93,5.89,9.16,12.99,1.47,16.88,16.28,72.5,38.4
560,acceptable,4.34239522,24.99,7.02,7.62,16.79,5.98,8.88,12.56,1.45,16.88,16.49,72.5,38.6
561,acceptable,4.347868117,25.23,7.14,7.77,16.93,6.01,8.99,12.61,1.49,16.96,16.49,72.5,38.5
562,acceptable,4.353342118,25.6,7.16,7.83,16.72,6.03,8.92,12.51,1.47,17.1,16.7,72.5,38.5
563,acceptable,4.35881721,24.63,6.91,7.06,16.31,5.48,9.09,12.77,1.35,16.6,16.22,72.7,38.5
564,acceptable,4.364293378,24.52,6.72,7.14,16.51,5.57,9.42,13.43,1.44,16.67,16.22,72.4,38.5
565,acceptable,4.369770611,24.29,6.69,7.29,16.58,5.61,9.42,13.37,1.45,16.6,16.02,72.5,38.5
566,acceptable,4.375248893,23.83,6.34,6.97,16.11,5.43,9.06,13.09,1.26,16.06,15.43,72.5,38.5
567,acceptable,4.380728213,23.83,6.37,7.11,15.91,5.45,8.88,12.82,1.22,16.06,15.56,72.4,38.7
568,acceptable,4.386208557,24.52,6.5,7.29,15.84,5.5,8.81,12.4,1.18,15.92,15.88,72.3,38.5
569,acceptable,4.391689913,24.75,6.58,7.43,15.91,5.61,8.67,12.3,1.21,16.12,15.43,72.3,38.5
570,acceptable,4.397172267,24.87,6.77,7.62,15.71,5.61,8.61,12.25,1.21,16.26,15.75,73,39.6
571,acceptable,4.402655608,25.11,6.83,7.71,15.65,5.66,8.61,12.1,1.21,16.26,15.95,72.3,38.5
572,acceptable,4.408139923,25.6,6.88,7.83,15.58,5.66,8.57,11.9,1.18,16.19,16.15,72.3,38.5
573,acceptable,4.4136252,25.6,6.97,7.92,15.91,5.68,8.47,11.85,1.18,16.19,16.28,72.3,38.5
574,acceptable,4.419111427,25.85,6.99,8.02,15.58,5.68,8.44,11.76,1.18,16.4,16.08,72.3,38.5
575,acceptable,4.424598591,25.72,7.05,8.11,15.65,5.7,8.37,11.76,1.18,16.33,16.42,72.2,38.6
576,acceptable,4.430086682,25.72,7.11,8.15,15.45,5.63,8.44,11.71,1.2,16.4,16.7,72.3,38.6
577,acceptable,4.435575687,25.85,7.11,8.21,15.52,5.63,8.47,11.76,1.17,16.26,16.7,72.2,38.6
578,acceptable,4.441065596,25.72,7.14,8.28,15.33,5.61,8.47,11.66,1.17,16.46,16.77,72.2,38.6
579,acceptable,4.446556396,25.97,7.14,8.28,15.39,5.61,8.51,11.71,1.17,16.26,16.84,72.2,38.6
580,acceptable,4.452048077,25.72,7.14,8.31,15.2,5.59,8.47,11.71,1.16,16.26,16.7,72.2,38.6
581,acceptable,4.457540627,25.85,7.16,8.37,15.26,5.59,8.54,11.76,1.17,16.33,16.84,72.2,38.5
582,acceptable,4.463034035,25.72,7.14,8.18,15.08,5.5,8.64,12,1.17,16.4,16.77,72.2,38.6
583,acceptable,4.468528291,25.85,7.05,8.28,15.08,5.5,8.71,11.9,1.16,16.19,16.56,72.2,38.6
584,acceptable,4.474023385,25.85,7.16,8.34,15.14,5.45,8.74,11.9,1.18,16.33,16.42,72.1,38.8
585,acceptable,4.479519304,26.1,7.14,8.21,14.83,5.41,8.81,12.05,1.18,16.26,16.28,72.1,38.6
586,acceptable,4.48501604,25.72,7.05,8.31,15.02,5.43,8.78,12.05,1.16,16.12,16.35,72.1,38.6
587,acceptable,4.490513581,25.85,7.11,8.34,14.95,5.41,8.81,11.9,1.16,16.12,16.08,72.8,39.1
588,acceptable,4.496011918,25.23,6.99,7.8,14.83,5.19,9.02,12.56,1.16,16.06,16.22,72.1,38.6
589,acceptable,4.501511041,22.86,6.37,5.84,14.53,4.18,10.59,14.38,1.16,15.41,15.18,72.2,38.6
590,acceptable,4.507010939,21.25,5.32,5.44,15.45,4.27,11.37,16.05,1.18,14.67,14,72.2,38.6
591,acceptable,4.512511602,21.64,5.25,5.99,14.42,4.58,11.01,15.77,1.2,14.67,13.89,72.1,38.6
592,acceptable,4.518013022,22.54,5.5,6.45,14.42,4.8,10.51,14.89,1.2,14.79,14.46,72.2,38.6
593,acceptable,4.523515188,23.07,5.79,6.81,14.3,4.94,10.3,14.51,1.16,14.91,14.82,72.2,38.6
594,acceptable,4.529018091,22.96,5.79,6.4,14.3,4.68,10.55,14.57,1.18,14.79,15.18,72.1,38.5
595,acceptable,4.534521722,22.96,5.72,6.43,14.18,4.76,10.55,14.83,1.17,14.73,15.12,72.2,38.6
596,acceptable,4.54002607,23.28,5.81,6.83,14.13,4.94,10.34,14.44,1.18,14.91,15.06,72.3,38.6
597,acceptable,4.545531129,24.17,5.94,7.2,14.18,5.06,10.06,14.02,1.16,15.03,15.31,72.4,38.6
598,acceptable,4.551036887,23.83,6.06,6.83,14.18,4.82,10.3,14.2,1.17,14.91,15.43,72.3,38.6
599,acceptable,4.556543336,24.06,6.01,7.06,14.01,4.98,10.26,14.08,1.17,15.03,15.5,72.3,38.6
600,acceptable,4.562050468,24.52,6.16,7.32,14.01,5.04,10.06,13.84,1.17,15.03,15.43,72.4,38.6
601,acceptable,4.567558274,24.06,6.16,7.11,14.01,4.92,10.3,13.96,1.18,15.03,15.5,72.4,38.8
602,acceptable,4.573066744,24.17,6.19,7.26,13.84,4.98,10.22,13.96,1.17,15.09,15.56,72.5,38.6
603,acceptable,4.578575872,24.52,6.24,7.43,13.9,5.04,9.91,13.84,1.18,15.03,15.62,72.5,38.6
604,acceptable,4.584085647,24.4,6.19,7.38,13.84,4.98,10.18,14.02,1.18,15.03,15.5,73.1,39.3
605,acceptable,4.589596062,24.75,6.29,7.71,13.84,5.06,10.14,13.6,1.2,15.03,15.75,72.4,38.6
606,acceptable,4.595107109,25.11,6.45,7.89,13.79,5.09,10.03,13.43,1.15,15.15,15.82,72.4,38.6
607,acceptable,4.60061878,25.72,6.66,8.15,13.62,5.19,9.83,13.09,1.17,15.15,15.95,72.5,38.6
608,acceptable,4.606131066,25.72,6.74,8.28,13.62,5.19,9.79,12.99,1.16,15.22,16.15,72.4,38.6
609,acceptable,4.61164396,26.36,6.8,8.37,13.51,5.26,9.75,12.93,1.16,15.41,16.42,72.5,38.6
610,acceptable,4.617157454,26.23,6.91,8.44,13.57,5.21,9.72,12.82,1.16,15.41,16.35,72.5,38.6
611,acceptable,4.62267154,26.1,6.85,8.08,13.41,5.04,9.99,13.21,1.15,15.28,15.88,72.5,38.6
612,acceptable,4.62818621,25.72,6.8,8.11,13.35,5,10.06,13.32,1.15,15.22,15.95,72.5,38.6
613,acceptable,4.633701458,25.85,6.77,7.99,13.25,4.92,10.3,13.32,1.18,15.15,15.75,72.6,38.6
614,acceptable,4.639217275,25.85,6.77,8.08,13.25,4.94,10.3,13.43,1.16,15.15,15.69,72.5,38.6
615,acceptable,4.644733654,26.1,6.83,8.31,13.14,5.02,10.18,13.32,1.16,15.09,15.75,72.5,38.6
616,acceptable,4.650250588,25.97,6.97,8.44,13.19,5.04,10.18,13.15,1.16,15.22,15.82,72.5,38.6
617,acceptable,4.655768069,26.36,7.05,8.51,13.04,5.06,10.43,12.93,1.18,15.28,15.82,72.5,38.6
618,acceptable,4.661286091,26.23,7.05,8.51,13.04,5.06,10.06,13.09,1.16,15.22,16.22,72.5,38.8
619,acceptable,4.666804647,26.36,7.08,8.64,13.09,5.06,10.22,12.93,1.17,15.28,16.22,72.5,38.6
620,acceptable,4.672323729,26.48,7.16,8.81,13.04,5.09,10.14,12.77,1.16,15.22,15.69,72.5,38.6
621,acceptable,4.677843332,25.72,7.34,8.92,12.83,5.13,10.06,12.66,1.18,15.41,16.42,72.5,38.3
622,acceptable,4.683363447,27.01,7.49,9.09,12.93,5.15,10.06,12.51,1.17,15.41,16.42,72.5,38.6
623,acceptable,4.688884068,27.15,7.58,8.78,12.78,4.94,10.26,12.56,1.17,15.41,16.77,72.5,38.6
624,acceptable,4.694405189,25.72,6.99,7.38,12.63,4.44,11.28,13.84,1.17,14.91,16.28,72.5,38.6
625,acceptable,4.699926804,24.4,6.47,6.86,12.58,4.31,11.87,14.7,1.16,14.55,15.5,72.5,38.6
626,acceptable,4.705448905,23.83,6.26,6.92,12.48,4.39,12.01,15.02,1.17,14.43,15.31,72.5,38.6
627,acceptable,4.710971486,24.06,6.29,7.23,12.58,4.54,11.87,14.83,1.18,14.49,15.25,72.6,38.6
628,acceptable,4.716494542,24.52,6.37,7.52,12.58,4.64,11.69,14.51,1.2,14.43,15.5,72.1,37.9
629,acceptable,4.722018065,24.99,6.66,7.77,12.48,4.74,11.55,14.2,1.18,14.61,15.62,72.6,38.6
630,acceptable,4.72754205,25.6,6.77,7.99,12.33,4.82,11.46,14.02,1.17,14.55,15.82,72.6,38.6
631,acceptable,4.733066491,26.1,6.97,8.18,12.23,4.88,11.37,13.72,1.17,14.67,16.08,72.7,38.6
632,acceptable,4.738591381,26.23,7.14,8.34,12.23,4.94,11.23,13.49,1.16,14.73,16.08,72.6,38.6
633,acceptable,4.744116714,26.62,7.37,8.57,12.28,5,11.19,13.09,1.17,14.91,16.42,72.7,38.6
634,acceptable,4.749642486,26.75,7.49,8.78,12.19,5.04,11.1,12.88,1.18,14.97,16.56,72.7,38.6
635,acceptable,4.755168689,27.15,7.7,8.85,12.14,5.06,11.06,12.82,1.17,14.97,16.63,72.6,38.8
636,acceptable,4.760695319,27.28,7.82,8.95,12.04,5.13,11.06,12.66,1.16,15.15,16.7,72.7,38.6
637,acceptable,4.766222369,27.01,9.63,9.06,12.09,5.13,11.1,12.66,1.17,15.03,16.7,72.7,38.6
638,acceptable,4.771749834,27.15,8.11,9.06,11.95,5.13,11.1,12.51,1.16,15.09,16.7,72.6,38.4
639,acceptable,4.777277709,27.42,8.14,9.06,11.9,5.09,11.28,12.45,1.2,15.22,16.77,72.6,38.6
640,acceptable,4.782805987,27.28,8.23,9.09,11.85,5.06,11.28,12.4,1.18,15.22,16.77,72.6,38.7
641,acceptable,4.788334664,27.55,8.27,9.13,11.9,5.09,11.32,12.4,1.15,15.09,16.77,72.7,38.6
642,acceptable,4.793863735,27.01,8.33,8.95,11.85,5.02,11.55,12.51,1.17,15.15,16.7,72.6,38.6
643,acceptable,4.799393193,27.01,8.23,8.88,11.71,4.98,11.73,12.51,1.17,15.15,16.7,72.7,38.6
644,acceptable,4.804923034,27.01,8.27,8.85,11.71,4.96,11.78,12.51,1.2,15.03,16.7,72.7,38.6
645,acceptable,4.810453252,26.36,8.3,8.51,11.62,4.88,12.01,12.82,1.2,15.03,16.7,72.6,38.8
646,acceptable,4.815983843,23.72,7.64,6.02,11.53,3.83,14.16,14.57,1.17,14.61,15.88,72.7,38.6
647,acceptable,4.821514801,21.25,6.14,5.34,11.4,3.74,15.69,17.1,1.16,13.58,14.29,72.8,38.7
648,acceptable,4.827046122,20.97,5.79,5.65,11.35,4,15.56,17.18,1.18,13.47,13.83,73.4,39.6
649,acceptable,4.8325778,21.84,5.94,6.07,11.31,4.27,15,16.72,1.16,13.42,14,72.7,38.7
650,acceptable,4.838109831,22.44,6.26,6.53,11.31,4.5,14.45,15.91,1.17,13.64,14.46,72.8,38.6
651,acceptable,4.84364221,23.18,6.61,6.97,11.35,4.66,14.05,15.09,1.18,13.86,14.88,72.8,38.7
652,acceptable,4.849174932,23.95,6.94,7.11,11.31,4.74,13.88,14.63,1.16,13.91,15,72.8,38.7
653,acceptable,4.854707992,24.17,7.25,7.29,11.31,4.82,13.71,14.32,1.16,14.08,15.18,72.8,38.7
654,acceptable,4.860241386,24.52,7.34,7.41,11.17,4.86,13.71,14.08,1.18,14.26,15.25,72.8,38.7
655,acceptable,4.865775109,24.75,7.61,7.58,11.17,4.94,13.54,13.84,1.17,14.2,15.56,72.8,38.7
656,acceptable,4.871309157,24.99,7.73,7.58,11.09,4.9,13.65,13.84,1.16,14.26,15.43,72.8,38.7
657,acceptable,4.876843524,24.63,7.79,7.46,11,4.86,13.76,13.78,1.17,14.31,15.43,72.8,38.7
658,acceptable,4.882378208,24.75,7.85,7.55,11.04,4.88,13.65,13.66,1.16,14.26,15.5,72.8,38.7
659,acceptable,4.887913202,24.99,8.04,7.65,11,4.9,13.82,13.49,1.16,14.37,15.69,72.8,38.6
660,acceptable,4.893448504,24.99,8.14,7.52,10.87,4.82,13.93,13.37,1.15,14.37,15.56,72.8,38.7
661,acceptable,4.898984108,24.63,8.14,7.35,10.87,4.68,14.05,13.43,1.16,14.43,15.5,72.8,38.7
662,acceptable,4.904520011,24.17,8.07,7.09,10.79,4.68,14.39,13.72,1.17,14.31,15.5,72.8,38.8
663,acceptable,4.910056208,23.83,7.88,7.06,10.87,4.66,14.75,13.96,1.16,14.2,15.31,72.8,38.6
664,acceptable,4.915592695,23.95,7.95,7.23,10.83,4.74,14.57,13.66,1.18,14.31,15.43,72.8,38.6
665,acceptable,4.921129467,24.06,8.23,7.29,10.7,4.78,14.57,13.54,1.16,14.26,15.37,72.8,38.4
666,acceptable,4.926666522,24.17,8.33,7.38,10.74,4.82,14.63,13.32,1.18,14.31,15.62,72.8,38.7
667,acceptable,4.932203855,24.4,8.57,7.46,10.7,4.86,14.69,13.04,1.18,14.49,15.56,72.9,38.6
668,acceptable,4.937741461,24.4,8.77,7.46,10.62,4.88,14.63,12.99,1.2,14.49,15.75,72.9,38.7
669,acceptable,4.943279338,24.52,8.87,7.49,10.66,4.9,14.75,12.93,1.16,14.61,15.62,72.8,38.7
670,acceptable,4.948817481,24.4,8.94,7.49,10.54,4.92,14.87,12.77,1.17,14.61,15.82,72.8,38.7
671,acceptable,4.954355886,23.72,8.94,6.72,10.45,4.64,15.37,13.43,1.18,14.61,15.62,72.9,38.7
672,acceptable,4.959894549,22.44,8.37,6.22,10.41,4.41,16.43,14.32,1.18,14.31,15.18,72.9,38.9
673,acceptable,4.965433467,22.14,8.04,6.25,10.41,4.39,16.71,14.44,1.16,13.97,14.82,72.9,38.7
674,acceptable,4.970972637,22.03,8.07,6.4,10.45,4.48,16.5,14.32,1.17,14.03,14.76,73,38.7
675,acceptable,4.976512053,22.14,8.27,6.48,10.41,4.52,16.57,13.96,1.17,14.08,14.76,73.7,39.7
676,acceptable,4.982051713,22.03,8.4,6.38,10.37,4.5,16.71,14.02,1.2,14.03,14.88,73,38.7
677,acceptable,4.987591614,22.14,8.4,6.32,10.21,4.48,16.86,14.2,1.18,14.08,14.76,73,38.7
678,acceptable,4.993131751,21.93,8.43,6.04,10.21,4.27,17.22,14.2,1.16,13.97,14.58,73.1,38.7
679,acceptable,4.998672121,17.85,7.14,4.22,10.17,3.41,20.99,17.42,1.18,13.15,13.45,73.1,38.7
680,spoiled,5.00421272,16.62,6.16,4.1,10.05,3.52,22.39,19.05,1.16,12.54,12.42,73.1,38.7
681,spoiled,5.009753546,16.42,5.91,4.24,10.05,3.72,22.18,19.14,1.15,12.39,12.27,73.1,38.8
682,spoiled,5.015294595,17.26,6.11,4.52,9.97,4,21.67,18.25,1.17,12.39,12.32,73,38.8
683,spoiled,5.020835862,17.93,6.5,4.79,10.05,4.2,20.7,17.18,1.18,12.69,12.62,72.9,38.7
684,spoiled,5.026377346,18.95,6.97,5.05,9.94,4.43,19.97,16.34,1.18,12.94,13.13,72.9,38.7
685,spoiled,5.031919043,19.45,7.4,5.28,9.97,4.58,19.62,15.7,1.16,13.05,13.4,73,38.8
686,spoiled,5.037460949,20.06,7.73,5.41,9.94,4.72,19.1,15.02,1.16,13.21,13.78,72.9,38.7
687,spoiled,5.043003061,20.6,8.17,5.55,9.86,4.82,18.77,14.38,1.18,13.47,14,72.9,38.7
688,spoiled,5.048545376,20.88,8.43,5.6,9.9,4.86,18.53,14.26,1.17,13.53,14.11,72.9,38.7
689,spoiled,5.054087891,20.88,8.67,5.63,9.9,4.92,18.77,13.9,1.17,13.64,14.46,72.9,38.9
690,spoiled,5.059630603,20.97,8.91,5.6,9.86,4.92,18.77,13.66,1.17,13.69,14.34,72.9,38.7
691,spoiled,5.065173508,20.88,11.54,5.53,9.78,4.92,18.85,13.6,1.2,13.86,14.4,72.9,38.7
692,spoiled,5.070716604,20.88,9.16,5.39,9.74,4.84,19.19,13.54,1.17,13.8,14.29,72.8,38.5
693,spoiled,5.076259887,20.69,9.23,5.32,9.67,4.84,19.44,13.49,1.17,13.8,14.23,72.8,38.8
694,spoiled,5.081803355,20.42,9.34,5.23,9.67,4.82,19.53,13.43,1.17,13.91,14.17,72.8,38.8
695,spoiled,5.087347004,20.33,9.41,5.14,9.7,4.8,19.97,13.49,1.17,13.8,14.17,72.9,38.8
696,spoiled,5.092890832,19.29,9.16,4.64,9.59,4.39,20.99,14.02,1.17,13.69,13.94,72.8,38.8
697,spoiled,5.098434835,18.55,8.8,4.38,9.55,4.24,21.87,14.76,1.18,13.58,13.67,72.8,38.8
698,spoiled,5.103979011,18.31,8.57,4.46,9.52,4.29,22.18,16.12,1.17,13.47,13.29,72.8,38.8
699,spoiled,5.109523357,18.63,8.63,4.52,9.48,4.41,22.18,14.51,1.2,13.36,13.34,73.5,39
700,spoiled,5.11506787,18.87,9.01,4.52,9.52,4.48,21.87,14.2,1.18,13.58,13.34,72.8,38.8
701,spoiled,5.120612547,18.87,9.09,4.42,9.52,4.5,21.97,14.02,1.18,13.58,13.4,73,38.8
702,spoiled,5.126157385,18.87,9.3,4.38,9.55,4.6,22.08,13.96,1.17,13.64,13.5,73,38.8
703,spoiled,5.131702382,18.87,9.45,4.2,9.52,4.58,21.97,13.96,1.17,13.8,13.61,73.1,38.8
